"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","aux_x2","weight","equalone"
"1021","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)","CRAS_AS_ CRAS Nordeste Grama",1,1,1,1,1,0,0,0,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,25,17,8,24,49,52,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,3,4,7,8,8,12,15,1,1,1
"1022","ENT_SOC_ Associação Casa Viva","CRAS_AS_ CRAS Nordeste Grama",1,0,1,1,0,0,0,0,3,3,1,1,3,1,1,2,1,1,1,1,3,2,3,1,3,3,2,17,13,4,17,34,36,1,0,1,1,0,0,0,0,1,1,-1,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,-1,1,1,2,2,3,4,1,3,5,1,1,1
"1023","ASS_HOS_ Hospital de Pronto Socorro – HPS","CRAS_AS_ CRAS Nordeste Grama",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,1,22,16,6,16,38,39,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,4,6,6,0,4,5,1,1,1
"1024","ASS_HOS_ Hospital Ana Nery","CRAS_AS_ CRAS Nordeste Grama",1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,28,21,7,24,52,53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1025","CRAS_AS_ CRAS Leste São Benedito","CRAS_AS_ CRAS Nordeste Grama",1,1,1,1,1,0,0,0,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,3,3,26,19,7,23,49,52,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,0,0,1,0,1,1,1,1,1,1,3,2,5,7,7,9,12,1,1,1
"1026","CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Nordeste Grama",1,1,1,1,0,0,0,0,3,3,3,3,3,2,2,1,2,3,3,3,3,3,2,3,3,3,2,25,19,6,23,48,50,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,6,7,6,7,13,15,1,1,1
"1027","CRE_SOC_ CREAS Idoso e Mulher","CRAS_AS_ CRAS Nordeste Grama",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"1028","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","CRAS_AS_ CRAS Nordeste Grama",1,0,1,1,0,0,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,2,26,21,5,24,50,52,1,0,1,1,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"1029","URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)","CRAS_AS_ CRAS Nordeste Grama",1,1,1,0,0,0,0,0,2,1,1,1,1,3,1,2,1,2,2,2,3,3,3,2,3,3,1,15,10,5,21,36,37,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,5,5,4,5,1,1,1
"1030","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRAS_AS_ CRAS Nordeste Grama",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1031","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRAS_AS_ CRAS Nordeste Grama",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1032","UAP_URB_ Santa Cecília","CRAS_AS_ CRAS Centro",1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,7,3,8,18,18,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-3,-3,3,-8,-11,-11,1,1,1
"1033","UAP_URB_ Milho Branco","CRAS_AS_ CRAS Centro",1,0,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"1034","EA_DQCT_ Associação Beneficente Cristã Restituir","CRAS_AS_ CRAS Centro",1,1,0,1,1,1,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,3,26,19,7,23,49,52,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,3,7,9,7,7,14,17,1,1,1
"1035","RES_TER_ Casa V1","CRAS_AS_ CRAS Centro",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,4,26,19,7,24,50,54,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,4,7,9,7,8,15,19,1,1,1
"1036","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)","CRAS_AS_ CRAS Centro",1,1,1,0,0,0,0,0,3,3,2,3,2,3,1,1,1,3,2,3,3,3,3,2,3,3,1,22,17,5,22,44,45,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,7,7,5,6,13,14,1,1,1
"1037","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas","CRAS_AS_ CRAS Centro",1,1,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"1038","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)","CRAS_AS_ CRAS Centro",1,1,1,1,1,0,0,0,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,25,17,8,24,49,52,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,3,4,7,8,8,12,15,1,1,1
"1039","ENT_SOC_ Fundação Maria Mãe","CRAS_AS_ CRAS Centro",1,1,1,0,0,0,0,0,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,1,3,3,1,20,15,5,22,42,43,1,1,1,0,0,0,0,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,5,5,5,6,11,12,1,1,1
"1040","ENT_SOC_ Associação Casa Viva","CRAS_AS_ CRAS Centro",1,0,1,1,0,0,0,0,3,3,3,1,3,1,1,2,1,1,1,1,3,2,3,1,3,3,2,19,15,4,17,36,38,1,0,1,1,0,0,0,0,1,1,1,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,-1,1,1,2,4,5,4,1,5,7,1,1,1
"1041","ENT_SOC_ Grupo Espírita de Ajuda aos Enfermos (GEDAE)","CRAS_AS_ CRAS Centro",1,1,1,0,0,0,0,0,3,3,2,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3,1,24,18,6,24,48,49,1,1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,3,4,6,8,11,12,1,1,1
"1042","ASS_HOS_ Hospital de Pronto Socorro – HPS","CRAS_AS_ CRAS Centro",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,1,22,16,6,16,38,39,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,4,6,6,0,4,5,1,1,1
"1043","ASS_HOS_ Hospital Ana Nery","CRAS_AS_ CRAS Centro",1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,28,21,7,24,52,53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1044","CRAS_AS_ CRAS Leste São Benedito","CRAS_AS_ CRAS Centro",1,1,1,1,1,0,0,0,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,3,3,26,19,7,23,49,52,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,0,0,1,0,1,1,1,1,1,1,3,2,5,7,7,9,12,1,1,1
"1045","CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Centro",1,1,1,1,0,0,0,0,3,3,3,3,3,2,2,1,2,3,3,3,3,3,2,3,3,3,2,25,19,6,23,48,50,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,6,7,6,7,13,15,1,1,1
"1046","CRAS_AS_ CRAS Nordeste Grama","CRAS_AS_ CRAS Centro",1,1,1,1,0,0,0,0,3,3,3,3,3,3,1,3,1,3,2,2,3,3,3,2,3,3,2,26,19,7,21,47,49,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,0,1,1,2,7,9,7,5,12,14,1,1,1
"1047","CRE_SOC_ CREAS Idoso e Mulher","CRAS_AS_ CRAS Centro",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"1048","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","CRAS_AS_ CRAS Centro",1,0,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"1049","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","CRAS_AS_ CRAS Centro",1,1,0,1,1,0,0,0,3,3,2,2,2,3,1,1,1,3,3,3,2,2,3,2,3,3,2,21,16,5,21,42,44,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,2,6,6,5,5,11,13,1,1,1
"1050","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRAS_AS_ CRAS Centro",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1051","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRAS_AS_ CRAS Centro",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1052","UAP_RUR_ Humaitá","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"1053","UAP_RUR_ Igrejinha","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,0,1,0,0,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,26,19,7,24,50,53,1,1,1,1,0,1,0,0,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,3,5,7,8,11,14,1,1,1
"1054","UAP_URB_ Jóquei Clube II","CRAS_AS_ CRAS Norte Benfica",1,0,1,0,0,0,0,0,2,2,3,3,1,2,3,3,3,2,2,2,3,2,3,2,3,3,1,24,16,8,20,44,45,1,0,1,0,0,0,0,0,0,0,1,1,-1,0,-1,-1,-1,0,0,0,1,0,1,0,1,1,1,-2,2,8,4,2,3,1,1,1
"1055","UAP_URB_ Nova Era","CRAS_AS_ CRAS Norte Benfica",1,1,1,0,0,1,0,0,3,3,3,1,1,1,1,1,3,3,3,2,3,2,3,1,3,3,2,20,13,7,20,40,42,1,1,1,0,0,1,0,0,1,1,1,-1,-1,-1,1,1,-1,1,1,0,1,0,1,-1,1,1,2,1,3,7,4,5,7,1,1,1
"1056","UAP_URB_ Santa Cruz","CRAS_AS_ CRAS Norte Benfica",1,1,1,0,0,0,0,0,2,3,3,1,1,3,1,3,3,3,3,3,3,3,3,1,3,3,1,23,14,9,22,45,46,1,1,1,0,0,0,0,0,0,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,4,9,6,6,7,1,1,1
"1057","UAP_URB_ São Judas Tadeu","CRAS_AS_ CRAS Norte Benfica",1,1,0,1,0,0,0,0,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,1,3,3,1,27,18,9,22,49,50,1,1,0,1,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,4,9,6,6,7,1,1,1
"1058","UAP_URB_ Vila Esperança","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,2,3,3,3,3,3,3,4,24,19,5,23,47,51,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,9,9,5,7,16,20,1,1,1
"1059","AJU_MUT_ ALANON Grupo Harmonia","CRAS_AS_ CRAS Norte Benfica",1,0,0,1,0,0,1,0,2,1,2,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,19,14,5,24,43,45,1,0,0,1,0,0,1,0,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,8,12,14,1,1,1
"1060","EA_DQCT_ Associação Beneficente Cristã Restituir","CRAS_AS_ CRAS Norte Benfica",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,0,26,19,7,23,49,49,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,7,9,7,7,14,14,1,1,1
"1061","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,0,0,0,0,1,3,1,1,1,1,1,1,3,2,2,3,1,3,3,1,3,3,2,15,9,6,19,34,36,1,1,1,1,0,0,0,0,-1,1,-1,-1,-1,-1,1,1,-1,0,0,1,-1,1,1,-1,1,1,2,-3,-1,6,3,0,2,1,1,1
"1062","ENT_SOC_ Território Aliança pela Vida  Zona Norte","CRAS_AS_ CRAS Norte Benfica",1,1,1,0,1,1,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,26,21,5,24,50,53,1,1,1,0,1,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,5,8,15,18,1,1,1
"1063","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas","CRAS_AS_ CRAS Norte Benfica",1,1,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"1064","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,1,0,0,0,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,25,17,8,24,49,52,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,3,4,7,8,8,12,15,1,1,1
"1065","ASS_HOS_ Hospital de Pronto Socorro – HPS","CRAS_AS_ CRAS Norte Benfica",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,1,22,16,6,16,38,39,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,4,6,6,0,4,5,1,1,1
"1066","ASS_HOS_ Hospital Ana Nery","CRAS_AS_ CRAS Norte Benfica",1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,28,21,7,24,52,53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1067","CRAS_AS_ CRAS Leste São Benedito","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,1,0,0,0,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,3,3,26,19,7,23,49,52,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,0,0,1,0,1,1,1,1,1,1,3,2,5,7,7,9,12,1,1,1
"1068","CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,0,0,0,0,3,3,3,3,3,2,2,1,2,3,3,3,3,3,2,3,3,3,2,25,19,6,23,48,50,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,6,7,6,7,13,15,1,1,1
"1069","CRAS_AS_ CRAS Nordeste Grama","CRAS_AS_ CRAS Norte Benfica",1,1,1,1,0,0,0,0,3,3,3,3,3,3,1,3,1,3,2,2,3,3,3,2,3,3,2,26,19,7,21,47,49,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,0,1,1,2,7,9,7,5,12,14,1,1,1
"1070","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","CRAS_AS_ CRAS Norte Benfica",1,0,1,1,0,0,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,2,26,21,5,24,50,52,1,0,1,1,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"1071","URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)","CRAS_AS_ CRAS Norte Benfica",1,1,1,0,0,0,0,0,2,1,1,1,1,3,1,2,1,2,2,2,3,3,3,2,3,3,1,15,10,5,21,36,37,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,5,5,4,5,1,1,1
"1072","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRAS_AS_ CRAS Norte Benfica",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1073","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRAS_AS_ CRAS Norte Benfica",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1074","UAP_URB_ Borboleta","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,0,0,0,0,0,3,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,1,24,17,7,24,48,49,1,1,1,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1075","UAP_URB_ Santos Dumont","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,0,0,0,0,0,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,16,9,7,22,38,39,1,1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-3,-1,7,6,3,4,1,1,1
"1076","UAP_URB_ São Pedro","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,30,21,9,24,54,58,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,3,7,9,8,11,15,1,1,1
"1077","EA_DQCT_ Associação Beneficente Cristã Restituir","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,0,26,19,7,23,49,49,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,7,9,7,7,14,14,1,1,1
"1078","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas","CRAS_AS_ CRAS Oeste São Pedro",1,1,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"1079","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,0,0,0,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,25,17,8,24,49,52,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,3,4,7,8,8,12,15,1,1,1
"1080","ASS_HOS_ Hospital de Pronto Socorro – HPS","CRAS_AS_ CRAS Oeste São Pedro",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,1,22,16,6,16,38,39,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,4,6,6,0,4,5,1,1,1
"1081","ASS_HOS_ Hospital Ana Nery","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,28,21,7,24,52,53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1082","CAPS_CO_ CAPS HU","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,0,1,0,0,0,3,3,3,3,2,2,1,1,1,2,2,2,3,3,3,2,3,3,2,21,17,4,21,42,44,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,2,7,7,4,5,12,14,1,1,1
"1083","CRAS_AS_ CRAS Leste São Benedito","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,0,0,0,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,3,3,26,19,7,23,49,52,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,0,0,1,0,1,1,1,1,1,1,3,2,5,7,7,9,12,1,1,1
"1084","CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,0,0,0,0,3,3,3,3,3,2,2,1,2,3,3,3,3,3,2,3,3,3,2,25,19,6,23,48,50,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,6,7,6,7,13,15,1,1,1
"1085","CRAS_AS_ CRAS Nordeste Grama","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,0,0,0,0,3,3,3,3,3,3,1,3,1,3,2,2,3,3,3,2,3,3,2,26,19,7,21,47,49,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,0,1,1,2,7,9,7,5,12,14,1,1,1
"1086","CRE_SOC_ CREAS Idoso e Mulher","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"1087","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","CRAS_AS_ CRAS Oeste São Pedro",1,0,1,1,0,0,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,2,26,21,5,24,50,52,1,0,1,1,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"1088","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1089","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1090","UAP_URB_ Cruzeiro do Sul","CRA_SOC_ CRAS Sul Ipiranga",1,0,1,1,1,0,0,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,29,20,9,24,53,57,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,4,4,8,9,8,12,16,1,1,1
"1091","UAP_URB_ Ipiranga","CRA_SOC_ CRAS Sul Ipiranga",1,1,0,1,1,0,0,0,3,3,3,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,2,23,16,7,24,47,49,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,4,6,7,8,12,14,1,1,1
