"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","weight","full_no_zero","equalone"
"1093","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRAS_AS_ CRAS Norte Benfica",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1094","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRAS_AS_ CRAS Norte Benfica",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1095","UAP_URB_ Borboleta","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,0,0,0,0,0,3,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,1,24,17,7,24,48,49,1,1,1,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1096","UAP_URB_ Santos Dumont","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,0,0,0,0,0,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,1,16,9,7,22,38,39,1,1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-3,-1,7,6,3,4,1,1,1
"1097","UAP_URB_ São Pedro","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,30,21,9,24,54,58,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,3,7,9,8,11,15,1,1,1
"1098","EA_DQCT_ Associação Beneficente Cristã Restituir","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,0,26,19,7,23,49,49,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,7,9,7,7,14,14,1,1,1
"1099","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas","CRAS_AS_ CRAS Oeste São Pedro",1,1,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"1100","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,0,0,0,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,25,17,8,24,49,52,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,3,4,7,8,8,12,15,1,1,1
"1101","ASS_HOS_ Hospital de Pronto Socorro – HPS","CRAS_AS_ CRAS Oeste São Pedro",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,1,22,16,6,16,38,39,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,4,6,6,0,4,5,1,1,1
"1102","ASS_HOS_ Hospital Ana Nery","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,28,21,7,24,52,53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1103","CAPS_CO_ CAPS HU","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,0,1,0,0,0,3,3,3,3,2,2,1,1,1,2,2,2,3,3,3,2,3,3,2,21,17,4,21,42,44,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,2,7,7,4,5,12,14,1,1,1
"1104","CRAS_AS_ CRAS Leste São Benedito","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,0,0,0,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,3,3,26,19,7,23,49,52,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,0,0,1,0,1,1,1,1,1,1,3,2,5,7,7,9,12,1,1,1
"1105","CRAS_AS_ CRAS Sudeste Costa Carvalho","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,0,0,0,0,3,3,3,3,3,2,2,1,2,3,3,3,3,3,2,3,3,3,2,25,19,6,23,48,50,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,6,7,6,7,13,15,1,1,1
"1106","CRAS_AS_ CRAS Nordeste Grama","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,0,0,0,0,3,3,3,3,3,3,1,3,1,3,2,2,3,3,3,2,3,3,2,26,19,7,21,47,49,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,0,1,1,2,7,9,7,5,12,14,1,1,1
"1107","CRE_SOC_ CREAS Idoso e Mulher","CRAS_AS_ CRAS Oeste São Pedro",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"1108","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","CRAS_AS_ CRAS Oeste São Pedro",1,0,1,1,0,0,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,2,26,21,5,24,50,52,1,0,1,1,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"1109","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1110","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRAS_AS_ CRAS Oeste São Pedro",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1111","UAP_URB_ Cruzeiro do Sul","CRA_SOC_ CRAS Sul Ipiranga",1,0,1,1,1,0,0,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,29,20,9,24,53,57,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,4,4,8,9,8,12,16,1,1,1
"1112","UAP_URB_ Ipiranga","CRA_SOC_ CRAS Sul Ipiranga",1,1,0,1,1,0,0,0,3,3,3,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,2,23,16,7,24,47,49,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,4,6,7,8,12,14,1,1,1
"1113","UAP_URB_ Santa Efigênia","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,0,0,1,3,2,3,2,1,1,2,3,3,3,3,3,3,3,3,1,3,3,4,23,14,9,22,45,49,1,1,1,1,1,0,0,1,1,0,1,0,-1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,1,4,-2,2,9,6,4,8,1,1,1
"1114","UAP_URB_ Santa Luzia","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,0,0,0,0,0,3,3,3,1,1,1,1,3,3,3,3,2,1,2,3,1,3,3,1,22,13,9,18,40,41,1,1,1,0,0,0,0,0,1,1,1,-1,-1,-1,1,-1,-1,1,1,0,-1,0,1,-1,1,1,1,-1,3,9,2,1,2,1,1,1
"1115","UAP_URB_ Vale Verde","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,0,0,0,0,3,3,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,2,20,13,7,24,44,46,1,1,1,1,0,0,0,0,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,3,7,8,9,11,1,1,1
"1116","EA_DQCT_ Associação Beneficente Cristã Restituir","CRA_SOC_ CRAS Sul Ipiranga",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,0,26,19,7,23,49,49,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,7,9,7,7,14,14,1,1,1
"1117","EA_DQCT_ Centro de Recuperação Juiz de Fora Contra as Drogas","CRA_SOC_ CRAS Sul Ipiranga",1,0,1,0,0,0,0,0,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,1,29,20,9,23,52,53,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,-1,-1,1,0,1,1,1,1,1,1,1,1,4,8,9,7,11,12,1,1,1
"1118","RES_TER_ Casa V2","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"1119","RES_TER_ Casa V3","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"1120","RES_TER_ Casa V4","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"1121","RES_TER_ Casa V5","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"1122","RES_TER_ Casa V6","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,4,26,19,7,24,50,54,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,4,7,9,7,8,15,19,1,1,1
"1123","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas","CRA_SOC_ CRAS Sul Ipiranga",1,1,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"1124","ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,0,0,0,3,3,3,2,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,25,17,8,24,49,52,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,3,4,7,8,8,12,15,1,1,1
"1125","ENT_SOC_ Associação Casa Viva","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,1,1,0,3,3,3,3,3,3,1,2,1,1,1,1,3,2,3,1,3,3,5,23,19,4,17,40,45,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,-1,-1,1,0,1,-1,1,1,5,8,9,4,1,9,14,1,1,1
"1126","ENT_SOC_ Casa São Camilo de Lelis","CRA_SOC_ CRAS Sul Ipiranga",1,0,0,1,0,0,0,0,1,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,1,22,17,5,24,46,47,1,0,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,8,15,16,1,1,1
"1127","ASS_HOS_ Hospital de Pronto Socorro – HPS","CRA_SOC_ CRAS Sul Ipiranga",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,1,22,16,6,16,38,39,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,4,6,6,0,4,5,1,1,1
"1128","ASS_HOS_ Hospital Ana Nery","CRA_SOC_ CRAS Sul Ipiranga",1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,28,21,7,24,52,53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1129","CRAS_AS_ CRAS Leste São Benedito","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,0,0,0,3,3,3,3,1,3,3,3,2,2,3,2,3,3,3,3,3,3,3,26,19,7,23,49,52,1,1,1,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,0,0,1,0,1,1,1,1,1,1,3,2,5,7,7,9,12,1,1,1
"1130","CRAS_AS_ CRAS Sudeste Costa Carvalho","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,0,0,0,0,3,3,3,3,3,2,2,1,2,3,3,3,3,3,2,3,3,3,2,25,19,6,23,48,50,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,6,7,6,7,13,15,1,1,1
"1131","CRAS_AS_ CRAS Nordeste Grama","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,0,0,0,0,3,3,3,3,3,3,1,3,1,3,2,2,3,3,3,2,3,3,2,26,19,7,21,47,49,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,0,1,1,2,7,9,7,5,12,14,1,1,1
"1132","CRE_SOC_ CREAS Idoso e Mulher","CRA_SOC_ CRAS Sul Ipiranga",1,1,1,1,1,0,1,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,4,24,19,5,23,47,51,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,9,9,5,7,16,20,1,1,1
"1133","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","CRA_SOC_ CRAS Sul Ipiranga",1,0,1,1,1,0,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,26,21,5,24,50,53,1,0,1,1,1,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,5,8,15,18,1,1,1
"1134","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRA_SOC_ CRAS Sul Ipiranga",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,3,2,3,3,0,18,14,4,20,38,38,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,1,0,1,1,0,4,4,4,4,8,8,1,1,1
"1135","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRA_SOC_ CRAS Sul Ipiranga",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,3,2,3,3,0,18,14,4,20,38,38,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,1,0,1,1,0,4,4,4,4,8,8,1,1,1
"1136","UAP_URB_ Santa Cecília","CRE_SOC_ CREAS Idoso e Mulher",1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,7,3,8,18,18,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-3,-3,3,-8,-11,-11,1,1,1
"1137","UAP_URB_ Alto Grajaú","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,0,0,0,0,0,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,1,27,18,9,23,50,51,1,1,1,0,0,0,0,0,1,1,-1,1,0,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,4,9,7,7,8,1,1,1
"1138","UAP_URB_ Santa Cândida/São Sebastião","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,0,0,0,0,0,1,3,3,1,1,2,3,1,3,3,3,2,3,3,3,1,3,3,1,21,14,7,21,42,43,1,1,1,0,0,0,0,0,-1,1,1,-1,-1,0,-1,1,-1,1,1,0,1,1,1,-1,1,1,1,-2,0,7,5,3,4,1,1,1
"1139","UAP_URB_ São Benedito","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,1,1,0,0,0,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,25,20,5,24,49,52,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"1140","UAP_URB_ Jardim da Lua","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,1,0,0,0,0,3,3,2,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,23,18,5,24,47,49,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,8,16,18,1,1,1
"1141","UAP_URB_ Parque Guarani","CRE_SOC_ CREAS Idoso e Mulher",1,0,1,0,1,0,0,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,2,2,3,3,2,25,19,6,22,47,49,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,2,8,9,6,6,14,16,1,1,1
"1142","EA_DQCT_ Associação Beneficente Cristã Restituir","CRE_SOC_ CREAS Idoso e Mulher",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,0,26,19,7,23,49,49,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,7,9,7,7,14,14,1,1,1
"1143","ENT_SOC_ Grupo Espírita de Ajuda aos Enfermos (GEDAE)","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,0,1,0,0,1,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,27,21,6,24,51,54,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,3,6,7,6,8,14,17,1,1,1
"1144","ASS_HOS_ Hospital de Pronto Socorro – HPS","CRE_SOC_ CREAS Idoso e Mulher",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,2,2,2,1,1,2,2,2,2,3,3,1,22,16,6,16,38,39,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,4,6,6,0,4,5,1,1,1
"1145","ASS_HOS_ Hospital Ana Nery","CRE_SOC_ CREAS Idoso e Mulher",1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,28,21,7,24,52,53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,5,7,7,8,13,14,1,1,1
"1146","CAPS_CO_ CAPS Leste","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,28,19,9,24,52,55,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,3,5,9,9,8,13,16,1,1,1
"1147","CRAS_AS_ CRAS Leste Linhares","CRE_SOC_ CREAS Idoso e Mulher",1,0,1,1,0,0,0,0,3,3,2,3,3,3,1,1,1,2,2,2,3,3,3,2,3,3,2,22,18,4,21,43,45,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,2,8,8,4,5,13,15,1,1,1
"1148","CRAS_AS_ CRAS Leste São Benedito","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,1,1,0,0,0,3,3,1,3,1,3,1,1,1,2,3,2,3,3,3,3,3,3,3,19,15,4,23,42,45,1,1,1,1,1,0,0,0,1,1,-1,1,-1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,5,5,4,7,12,15,1,1,1
"1149","CRAS_AS_ CRAS Sudeste Costa Carvalho","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,3,3,3,24,19,5,23,47,50,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,9,9,5,7,16,19,1,1,1
"1150","CRAS_AS_ CRAS Nordeste Grama","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,3,1,2,2,2,3,3,3,2,3,3,3,25,19,6,21,46,49,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,-1,1,0,0,0,1,1,1,0,1,1,3,7,9,6,5,12,15,1,1,1
"1151","CRAS_AS_ CRAS Oeste São Pedro","CRE_SOC_ CREAS Idoso e Mulher",1,1,1,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,24,19,5,24,48,51,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,5,8,17,20,1,1,1
"1152","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","CRE_SOC_ CREAS Idoso e Mulher",1,0,1,1,1,0,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,26,21,5,24,50,53,1,0,1,1,1,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,5,8,15,18,1,1,1
"1153","AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)","CRE_SOC_ CREAS Idoso e Mulher",1,1,0,1,0,0,0,0,3,3,2,2,2,3,1,1,1,3,3,3,2,2,3,2,3,3,1,21,16,5,21,42,43,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,6,6,5,5,11,12,1,1,1
"1154","CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)","CRE_SOC_ CREAS Idoso e Mulher",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1155","CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)","CRE_SOC_ CREAS Idoso e Mulher",1,0,0,0,0,0,0,0,2,3,2,2,3,1,1,1,1,2,2,2,3,2,2,2,3,3,0,18,14,4,19,37,37,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,4,4,4,3,7,7,1,1,1
"1156","UAP_URB_ Santa Cândida/São Sebastião","CRE_SOC_ CREAS Infância e Juventude",1,1,1,0,0,0,0,0,1,3,3,1,1,2,3,1,3,3,3,2,3,3,3,1,3,3,1,21,14,7,21,42,43,1,1,1,0,0,0,0,0,-1,1,1,-1,-1,0,-1,1,-1,1,1,0,1,1,1,-1,1,1,1,-2,0,7,5,3,4,1,1,1
"1157","UAP_URB_ São Benedito","CRE_SOC_ CREAS Infância e Juventude",1,1,1,1,1,0,0,0,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,25,20,5,24,49,52,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"1158","UAP_URB_ Jardim da Lua","CRE_SOC_ CREAS Infância e Juventude",1,1,1,1,0,0,0,0,3,3,2,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,23,18,5,24,47,49,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,8,16,18,1,1,1
"1159","UAP_URB_ Ipiranga","CRE_SOC_ CREAS Infância e Juventude",1,1,0,1,1,0,0,0,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,26,18,8,24,50,52,1,1,0,1,1,0,0,0,1,1,1,0,0,0,-1,-1,0,1,1,1,1,1,1,1,1,1,2,1,4,8,8,9,11,1,1,1
"1160","UAP_URB_ Bandeirantes","CRE_SOC_ CREAS Infância e Juventude",1,1,0,0,0,0,0,0,1,3,2,1,1,1,1,1,1,3,3,3,3,3,2,2,3,3,0,15,10,5,22,37,37,1,1,0,0,0,0,0,0,-1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,5,6,6,6,1,1,1
"1161","UAP_URB_ Parque Guarani","CRE_SOC_ CREAS Infância e Juventude",1,0,1,0,1,0,0,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,2,25,19,6,24,49,51,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,8,9,6,8,16,18,1,1,1
"1162","EA_DQCT_ Associação Beneficente Cristã Restituir","CRE_SOC_ CREAS Infância e Juventude",1,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,3,3,0,26,19,7,23,49,49,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,7,9,7,7,14,14,1,1,1
"1163","ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas","CRE_SOC_ CREAS Infância e Juventude",1,1,0,1,1,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
